"season","team_score","opponent_team_score","assists","blocks","defensive_rebounds","offensive_rebounds","two_point_field_goal_pct","two_point_field_goals_attempted","three_point_field_goal_pct","three_point_field_goals_attempted","turnovers","free_throw_pct","free_throws_attempted","wins","losses","team_display_name","conf","mov","ortg","drtg","nrtg","mov.a","ortg.a","drtg.a","nrtg.a","playoffs_flag"
2007,94.7682926829268,93.9878048780488,18.5975609756098,5.07317073170732,29.4878048780488,11.219512195122,0.496083607766068,62.5365853658537,34.5841463414634,11.7317073170732,16.9756097560976,70.4085365853659,29.1829268292683,40,42,"Orlando Magic","E",0.78,105.99,105.03,0.96,0.34,105.76,105.28,0.48,1
2007,95.8170731707317,99.2317073170732,19.8780487804878,4.65853658536585,29.1585365853659,11.1951219512195,0.465049690521976,63.0609756097561,36.590243902439,15.6463414634146,16.4634146341463,76.7987804878049,26.5609756097561,24,58,"Boston Celtics","E",-3.41,104.07,107.96,-3.89,-3.71,103.98,108.18,-4.19,0
2007,94.9390243902439,97.9634146341463,20.3536585365854,4.75609756097561,28.6951219512195,10.9634146341463,0.474784082327663,68.109756097561,33.7426829268293,10.0365853658537,15.3414634146341,76.7134146341463,26.0365853658537,35,47,"Philadelphia 76ers","E",-3.02,104.42,107.77,-3.35,-3.26,104.43,108.04,-3.61,0
2007,110.207317073171,102.90243902439,25.8780487804878,4.80487804878049,31.5,8.98780487804878,0.534897171960313,59.6341463414634,40.0829268292683,23.9634146341463,14.5,80.2682926829268,22.280487804878,61,21,"Phoenix Suns","W",7.3,114.68,106.9,7.78,7.27,114.66,106.9,7.76,1
2007,94.109756097561,98.4024390243902,18.4512195121951,4.63414634146341,28.0365853658537,11.2560975609756,0.475810164334505,62.9268292682927,34.1207317073171,15.0243902439024,15.0731707317073,76.8317073170732,24.4634146341463,32,50,"Portland Trail Blazers","W",-4.29,105.94,110.79,-4.85,-3.78,106.13,110.42,-4.29,0
2007,101.256097560976,103.060975609756,20.3048780487805,3.23170731707317,29.219512195122,9.71951219512195,0.482422978335316,61.2073170731707,34.7109756097561,18.4512195121951,14.5609756097561,76.659756097561,30.1585365853659,33,49,"Sacramento Kings","W",-1.8,106.79,108.59,-1.8,-1.35,106.92,108.23,-1.31,0
2007,98.5243902439024,90.0975609756098,22.1219512195122,5.08536585365854,31.4268292682927,9.28048780487805,0.506718500871398,58.1341463414634,37.6329268292683,19.0365853658537,13.8658536585366,75.7756097560976,24.1463414634146,58,24,"San Antonio Spurs","W",8.43,110.11,100.64,9.47,8.35,109.84,100.47,9.37,1
2007,99.1463414634146,102.036585365854,20.6707317073171,3.67073170731707,28.3170731707317,11.3170731707317,0.487428300432258,63.1341463414634,35.5512195121951,17.6951219512195,15.4634146341463,78.8975609756097,23.3048780487805,31,51,"Seattle SuperSonics","W",-2.89,108.21,111.52,-3.31,-2.45,108.45,111.27,-2.82,0
2007,101.487804878049,98.6219512195122,24.6829268292683,4.13414634146341,29.9512195121951,12.5609756097561,0.50125989358617,66.0365853658537,33.2939024390244,12.8780487804878,15.5731707317073,74.4414634146341,30.0243902439024,51,31,"Utah Jazz","W",2.87,110.65,107.4,3.25,3.06,110.7,107.24,3.45,1
2007,104.341463414634,104.853658536585,20.2439024390244,4.57317073170732,29.0121951219512,12.1707317073171,0.483032975376423,63.4878048780488,34.5682926829268,19.6829268292683,13.8170731707317,76.0963414634146,29.5731707317073,41,41,"Washington Wizards","E",-0.51,110.57,111.28,-0.71,-0.8,110.7,111.71,-1.01,1
2007,99.4756097560976,98.4878048780488,22.219512195122,3.91463414634146,30.2439024390244,9.20731707317073,0.493016951102618,61.9878048780488,35.6560975609756,17.8536585365854,13.4634146341463,78.6329268292683,24.1707317073171,47,35,"Toronto Raptors","E",0.99,107.92,106.56,1.36,0.61,107.84,106.91,0.93,1
2007,101.59756097561,106.743902439024,20.4878048780488,4.96341463414634,28.9634146341463,10.5609756097561,0.491096862405167,62.0243902439024,35.4487804878049,16.609756097561,16.3780487804878,76.1853658536585,29.390243902439,22,60,"Memphis Grizzlies","W",-5.15,107.37,112.95,-5.58,-4.44,107.74,112.54,-4.81,0
2007,95.5243902439024,97.0975609756098,18.7439024390244,4.23170731707317,30.6341463414634,12.5,0.46631957221708,66.0731707317073,36.4426829268293,15.3170731707317,14.4756097560976,74.5878048780488,23.6707317073171,39,43,"New Orleans/Oklahoma City Hornets","W",-1.57,105.68,107.51,-1.83,-1.2,105.78,107.19,-1.41,0
2007,96.890243902439,100.634146341463,22.390243902439,4.5,28.609756097561,11.219512195122,0.468478737593781,65.4024390243902,36.0024390243902,15.609756097561,14.9268292682927,73.2987804878049,26.0487804878049,33,49,"Charlotte Bobcats","E",-3.74,104.29,108.34,-4.04,-3.97,104.23,108.52,-4.3,0
2007,98.780487804878,93.7682926829268,22.3414634146341,5.42682926829268,31.6707317073171,12,0.473717723743651,66.1707317073171,38.9341463414634,15.0853658536585,15.9756097560976,73.469512195122,25.4024390243902,49,33,"Chicago Bulls","E",5.01,105.71,100.32,5.39,4.52,105.36,100.5,4.86,1
2007,96.7560975609756,92.9268292682927,20.8292682926829,4.30487804878049,30.8414634146341,12.6707317073171,0.472926760486864,64.0731707317073,34.6060975609756,17.1219512195122,14.3536585365854,69.3439024390244,26.0121951219512,50,32,"Cleveland Cavaliers","E",3.83,106.15,102.1,4.05,3.33,105.92,102.41,3.52,1
2007,100.012195121951,92.7926829268293,19.9024390243902,4.97560975609756,30.6707317073171,11.219512195122,0.493206462085644,61.4390243902439,38.1829268292683,17.1219512195122,13.9024390243902,80.7609756097561,24.9390243902439,67,15,"Dallas Mavericks","W",7.22,112.32,104.12,8.2,7.28,112.23,103.98,8.25,1
2007,105.353658536585,103.731707317073,23.4146341463415,5.30487804878049,31.1951219512195,12.2073170731707,0.500226379119584,65.4268292682927,33.280487804878,17.5609756097561,16.4878048780488,74.6121951219512,29.8658536585366,45,37,"Denver Nuggets","W",1.62,108.12,106.51,1.62,1.69,107.95,106.24,1.7,1
2007,96,91.8414634146341,21.5609756097561,5.75609756097561,28.9512195121951,11.5609756097561,0.48385096792015,63.1585365853659,34.3585365853659,15.9146341463415,12.2073170731707,76.95,24.2439024390244,53,29,"Detroit Pistons","E",4.16,109.8,104.87,4.93,3.68,109.72,105.33,4.39,1
2007,106.548780487805,106.890243902439,23.780487804878,5.68292682926829,29.9512195121951,11.4634146341463,0.507192214136618,61.9634146341463,35.1829268292683,23.9878048780488,15.9634146341463,71.5280487804878,25.7682926829268,42,40,"Golden State Warriors","W",-0.34,107.62,107.84,-0.22,-0.01,107.61,107.48,0.14,1
2008,98.219512195122,100.036585365854,22,5.46341463414634,12.2926829268293,8.39024390243902,0.474771854878863,66.7560975609756,34.3451219512195,13.1463414634146,14.9146341463415,77.0951219512195,27.1585365853659,37,45,"Atlanta Hawks","E",-1.82,107.6,109.52,-1.92,-2.23,107.44,109.81,-2.37,1
2008,96.719512195122,92.0365853658537,21.4268292682927,5.1219512195122,12.219512195122,8.68292682926829,0.485910262523368,60.8658536585366,33.8609756097561,20.8170731707317,13.719512195122,72.4914634146341,22.5365853658537,55,27,"Houston Rockets","W",4.68,107.47,102.17,5.3,4.83,107.3,101.85,5.45,1
2008,103.987804878049,105.390243902439,22.7317073170732,5.02439024390244,11.0243902439024,8.0609756097561,0.47265731431505,60.6341463414634,37.6743902439024,24.6463414634146,15.0731707317073,76.709756097561,24.9024390243902,36,46,"Indiana Pacers","E",-1.4,106.69,108.2,-1.51,-1.86,106.47,108.47,-2,0
2008,93.8048780487805,101.073170731707,21.1219512195122,4.85365853658537,9.75609756097561,8.26829268292683,0.461452708596332,65.4390243902439,31.7829268292683,13.1585365853659,14.390243902439,78.0292682926829,26.5609756097561,23,59,"Los Angeles Clippers","W",-7.27,101.63,109.76,-8.14,-6.56,101.66,109.05,-7.38,0
2008,108.585365853659,101.329268292683,24.4268292682927,5.34146341463415,10.9512195121951,8.29268292682927,0.511224267438284,61.7926829268293,38.0573170731707,21.3536585365854,14.0975609756098,77.3634146341463,27.6829268292683,57,25,"Los Angeles Lakers","W",7.26,113.71,106.08,7.63,7.34,113.72,105.99,7.73,1
2008,91.3536585365854,100,20.0487804878049,4.32926829268293,9.0609756097561,8.4390243902439,0.465378923200801,60.5243902439024,34.9585365853659,16.7439024390244,14.6585365853659,73.1756097560976,23.2073170731707,15,67,"Miami Heat","E",-8.65,101.13,110.8,-9.68,-8.53,101.12,110.64,-9.52,0
2008,97.0243902439024,103.914634146341,21.4634146341463,4.40243902439024,12.8658536585366,8.84146341463415,0.475851590006026,66.2439024390244,34.5548780487805,16.0121951219512,14.7560975609756,73.3439024390244,24.1463414634146,26,56,"Milwaukee Bucks","E",-6.89,105.74,113.43,-7.68,-6.91,105.95,113.64,-7.69,0
2008,95.5975609756098,102.378048780488,19.8780487804878,3.73170731707317,11.7560975609756,8.09756097560976,0.475244203485713,67.780487804878,34.5475609756098,15.3536585365854,14.4878048780488,73.6134146341463,20.6463414634146,22,60,"Minnesota Timberwolves","W",-6.78,104.42,111.96,-7.54,-6.25,104.62,111.59,-6.97,0
2008,95.8170731707317,100.878048780488,23.4756097560976,4.75609756097561,11.1341463414634,9.08536585365854,0.471716736269724,61.219512195122,34.1829268292683,17.4390243902439,14.9878048780488,74.1292682926829,27.280487804878,34,48,"New Jersey Nets","E",-5.06,104.61,110.25,-5.64,-5.15,104.6,110.32,-5.72,0
2008,96.9268292682927,103.536585365854,18.6585365853659,2.59756097560976,12.5487804878049,9.14634146341463,0.470019456690626,64.6707317073171,33.6890243902439,17.7317073170732,14.4756097560976,72.5878048780488,25.5487804878049,23,59,"New York Knicks","E",-6.61,105.34,112.45,-7.11,-6.54,105.54,112.57,-7.03,0
2008,104.475609756098,99.0121951219512,20.8048780487805,4.0609756097561,9.36585365853658,9.12195121951219,0.5176570293883,53.3170731707317,38.9378048780488,25.2926829268293,14.3048780487805,72.4512195121951,27.9024390243902,52,30,"Orlando Magic","E",5.46,112.12,106.26,5.86,4.79,111.89,106.75,5.14,1
2008,100.548780487805,90.2926829268293,22.3536585365854,4.6219512195122,10.1219512195122,8.46341463414634,0.507335738100419,57.5853658536585,37.6768292682927,19.0731707317073,15.1951219512195,76.95,26.5365853658537,66,16,"Boston Celtics","E",10.26,111.1,99.75,11.35,9.31,110.55,100.23,10.32,1
2008,96.6219512195122,96.2073170731707,20.4024390243902,4.8780487804878,13.0121951219512,9.70731707317073,0.484672705067039,69.4634146341463,32.2634146341463,11.609756097561,14.2926829268293,70.1475609756097,26.0609756097561,40,42,"Philadelphia 76ers","E",0.41,107.38,106.91,0.47,0.19,107.25,107.01,0.24,1
2008,110.073170731707,105.024390243902,26.6829268292683,6.31707317073171,8.78048780487805,7.39024390243902,0.538698806134619,61.1951219512195,38.7329268292683,21.5121951219512,14.4390243902439,78.7207317073171,24.109756097561,55,27,"Phoenix Suns","W",5.05,114.04,108.77,5.27,5.14,114.22,108.86,5.36,1
2008,95.3658536585366,96.3414634146341,21.1341463414634,4.39024390243902,10.9878048780488,8.30487804878049,0.469985196744536,62.4390243902439,37.5414634146341,17.390243902439,12.8780487804878,76.5609756097561,22.4512195121951,41,41,"Portland Trail Blazers","W",-0.98,107.97,109.07,-1.1,-0.52,108.11,108.73,-0.61,0
2008,102.536585365854,104.792682926829,19.109756097561,4.07317073170732,10.109756097561,8.35365853658537,0.488671348971774,63.3048780487805,37.3963414634146,16.6707317073171,16.0609756097561,79.6585365853659,27.7073170731707,38,44,"Sacramento Kings","W",-2.26,108.25,110.71,-2.45,-1.85,108.48,110.51,-2.03,0
2008,95.3658536585366,90.5731707317073,20.9512195121951,4.10975609756098,9.40243902439024,7.23170731707317,0.488502943315837,58.7073170731707,36.8914634146341,19.6341463414634,12.6219512195122,75.740243902439,21.6341463414634,56,26,"San Antonio Spurs","W",4.79,107.91,102.54,5.37,5.1,107.8,102.11,5.68,1
2008,97.5487804878049,106.30487804878,21.3170731707317,4.8780487804878,11.8414634146341,8.4390243902439,0.463101611553297,74.3048780487805,32.5390243902439,11.4512195121951,15.9756097560976,76.6780487804878,22.7560975609756,20,62,"Seattle SuperSonics","W",-8.76,101.17,110.16,-8.99,-8.04,101.3,109.54,-8.24,0
2008,106.219512195122,99.3414634146341,26.4024390243902,4.32926829268293,11.4878048780488,8.75609756097561,0.52356919736978,67.0365853658537,36.6292682926829,13.3536585365854,14.6341463414634,75.9768292682927,28.0243902439024,54,28,"Utah Jazz","W",6.88,114.52,107.05,7.47,6.87,114.6,107.15,7.44,1
2008,98.8292682926829,99.1585365853659,19.5975609756098,4.76829268292683,12.280487804878,8.03658536585366,0.475243158703689,61.9634146341463,35.0829268292683,19.6829268292683,13.1951219512195,78.2817073170732,24.280487804878,43,39,"Washington Wizards","E",-0.33,110.03,110.39,-0.36,-0.6,110.06,110.71,-0.65,1
2008,100.182926829268,97.280487804878,23.8170731707317,4.09756097560976,9.63414634146342,6.54878048780488,0.490994203028267,64.2317073170732,38.9487804878049,17.7926829268293,11.6951219512195,81.6707317073171,20.219512195122,41,41,"Toronto Raptors","E",2.9,111.06,107.46,3.6,2.47,110.99,107.86,3.12,1
2008,100.69512195122,106.90243902439,19.1951219512195,4.70731707317073,10.3414634146341,8.79268292682927,0.49528765939802,60.4634146341463,34.0280487804878,21.6951219512195,15.2560975609756,72.8829268292683,25.5731707317073,22,60,"Memphis Grizzlies","W",-6.21,105.44,112.07,-6.62,-5.75,105.72,111.86,-6.14,0
2008,100.853658536585,95.5731707317073,21.7682926829268,3.91463414634146,11.4268292682927,7.13414634146341,0.490654503388438,63.109756097561,38.2378048780488,19.7682926829268,11.8780487804878,76.7707317073171,20.8170731707317,56,26,"New Orleans Hornets","W",5.28,112.21,106.44,5.77,5.46,112.3,106.34,5.96,1
2008,97.0609756097561,101.439024390244,21.3170731707317,4.90243902439024,10.8780487804878,8.62195121951219,0.477057509484383,62.3292682926829,36.2524390243902,17.5975609756098,14.6829268292683,71.5231707317073,25.7926829268293,32,50,"Charlotte Bobcats","E",-4.38,105.39,110.22,-4.83,-4.48,105.43,110.36,-4.93,0
2008,97.3292682926829,100.414634146341,22.0853658536585,5.23170731707317,12.8048780487805,8.73170731707317,0.452402517482525,67.7560975609756,36.6,15.9146341463415,14.5975609756098,75.5963414634146,24.7439024390244,33,49,"Chicago Bulls","E",-3.09,104.65,107.91,-3.26,-3.19,104.6,107.96,-3.36,0
2008,96.3780487804878,96.7317073170732,20,5.20731707317073,13.3170731707317,8.52439024390244,0.46341459595916,62.8414634146341,34.6865853658537,18.8292682926829,13.9634146341463,71.7841463414634,25.1341463414634,45,37,"Cleveland Cavaliers","E",-0.35,106.66,107.15,-0.49,-0.52,106.58,107.23,-0.65,1
2008,100.414634146341,95.8780487804878,20.9756097560976,4.90243902439024,10.7682926829268,6.97560975609756,0.497108691391741,62.3414634146341,35.5878048780488,17.109756097561,12.6463414634146,81.2756097560976,25.3048780487805,51,31,"Dallas Mavericks","W",4.54,111.9,106.82,5.08,4.7,112.02,106.77,5.25,1
2008,110.658536585366,106.951219512195,24.6829268292683,6.71951219512195,11.1951219512195,9.63414634146342,0.505146751315171,66.2560975609756,35.1439024390244,19.5731707317073,14.6707317073171,75.2451219512195,30.719512195122,50,32,"Denver Nuggets","W",3.71,110.46,106.95,3.51,3.74,110.48,106.93,3.55,1
2008,97.4634146341463,90.0731707317073,22.3292682926829,5.75609756097561,11.8780487804878,8.53658536585366,0.480993709209969,63.6707317073171,36.640243902439,16.219512195122,11.6585365853659,76.9182926829268,23.9634146341463,59,23,"Detroit Pistons","E",7.39,112.09,103.64,8.45,6.67,111.76,104.09,7.66,1
2008,111.036585365854,108.829268292683,22.3536585365854,4.59756097560976,12.7439024390244,8.30487804878049,0.507556452740644,63.6707317073171,35.0524390243902,26.6463414634146,13.1951219512195,75.7317073170732,24.9268292682927,48,34,"Golden State Warriors","W",2.21,112.46,110.24,2.22,2.38,112.59,110.19,2.39,0
2009,98.1219512195122,96.5487804878049,20.2073170731707,4.58536585365854,29.4146341463415,10.609756097561,0.49111879571993,58.7560975609756,36.5817073170732,19.9146341463415,12.780487804878,73.8390243902439,25.4268292682927,47,35,"Atlanta Hawks","E",1.57,110.28,108.43,1.84,1.7,110.49,108.51,1.98,1
2009,98.4146341463415,94.4146341463415,20.2682926829268,4.32926829268293,32.4634146341463,10.5121951219512,0.481697865735532,59.390243902439,37.3914634146341,20.1951219512195,14.1219512195122,80.5853658536585,23.2073170731707,53,29,"Houston Rockets","W",4,109.22,104.67,4.55,3.73,108.94,104.69,4.25,1
2009,105.085365853659,106.19512195122,21.6463414634146,5.29268292682927,32.4512195121951,11.2682926829268,0.481192075890266,65.3048780487805,38.1280487804878,21.0365853658537,14.5,80.4012195121951,23.0487804878049,36,46,"Indiana Pacers","E",-1.11,108.76,109.88,-1.12,-0.76,109.13,109.86,-0.73,0
2009,95.109756097561,103.878048780488,21.0121951219512,5.8780487804878,28.9878048780488,10.8536585365854,0.467492959701469,63.2073170731707,34.8609756097561,18.4512195121951,14.890243902439,73.4,22.4268292682927,19,63,"Los Angeles Clippers","W",-8.77,102.87,112.52,-9.65,-8.46,102.84,112.16,-9.31,0
2009,106.926829268293,99.2682926829268,23.2682926829268,5.1219512195122,31.5487804878049,12.3780487804878,0.505392275468126,66.6463414634146,36.5341463414634,18.4878048780488,13.4512195121951,76.7926829268293,25.4512195121951,65,17,"Los Angeles Lakers","W",7.66,113.43,105.29,8.14,7.11,113,105.45,7.55,1
2009,98.3048780487805,98.0487804878049,20.3780487804878,5.5,29.4024390243902,10.0975609756098,0.489635638962905,61.1585365853659,35.8121951219512,19.890243902439,12.5121951219512,74.9256097560976,22.8170731707317,43,39,"Miami Heat","E",0.26,108.34,108.28,0.06,0.49,108.56,108.24,0.32,1
2009,99.2926829268293,100.378048780488,21.9756097560976,3.75609756097561,28.8658536585366,11.8658536585366,0.468109770113873,65.2073170731707,35.3756097560976,17.1707317073171,14.0731707317073,78.1914634146341,25.2073170731707,34,48,"Milwaukee Bucks","E",-1.09,107.44,108.61,-1.18,-0.87,107.6,108.54,-0.94,0
2009,97.7926829268293,102.707317073171,20.4146341463415,3.92682926829268,29.780487804878,11.890243902439,0.468183864635822,63.7439024390244,34.7121951219512,18.7682926829268,14.2073170731707,77.2060975609756,23.8658536585366,24,58,"Minnesota Timberwolves","W",-4.91,106.75,112.18,-5.43,-4.74,106.78,112,-5.23,0
2009,98.0975609756098,100.536585365854,19.9512195121951,4.76829268292683,29.4512195121951,10.3658536585366,0.476351529351461,58.5487804878049,37.4390243902439,21.1585365853659,13.109756097561,77.8560975609756,24.1463414634146,34,48,"New Jersey Nets","E",-2.44,109.14,111.85,-2.71,-2.31,109.33,111.89,-2.56,0
2009,105.207317073171,107.817073170732,21.1951219512195,2.48780487804878,31.0365853658537,11.109756097561,0.486560453788579,58.6219512195122,35.9963414634146,27.8536585365854,14.3170731707317,78.840243902439,23.1707317073171,32,50,"New York Knicks","E",-2.61,108.7,111.41,-2.71,-2.33,109.03,111.44,-2.41,0
2009,101.048780487805,94.3536585365854,19.4268292682927,5.35365853658537,33.2682926829268,9.98780487804878,0.495461473751661,52.0609756097561,37.6731707317073,26.1829268292683,13.9268292682927,71.8621951219512,27.4756097560976,59,23,"Orlando Magic","E",6.7,109.66,102.58,7.08,6.49,109.52,102.66,6.86,1
2009,100.914634146341,93.4024390243902,22.7073170731707,4.71951219512195,31.5365853658537,10.5975609756098,0.510722750177251,60.7073170731707,39.0048780487805,16.5243902439024,15.609756097561,76.3987804878049,25.3048780487805,62,20,"Boston Celtics","E",7.51,111.25,103.02,8.24,7.44,111.21,103.05,8.16,1
2009,97.4024390243902,97.3292682926829,20.0853658536585,5.0609756097561,28.4878048780488,12.6707317073171,0.488234828896216,66.5853658536585,31.3451219512195,13.0731707317073,14.109756097561,74.3390243902439,27.0243902439024,41,41,"Philadelphia 76ers","E",0.07,108.79,108.79,0,0.16,108.89,108.79,0.1,1
2009,109.439024390244,107.512195121951,23.2317073170732,5.1219512195122,30.7317073170732,10.9756097560976,0.537971102923237,64.0243902439024,38.4951219512195,17.6219512195122,15.7073170731707,74.1841463414634,27.4512195121951,46,36,"Phoenix Suns","W",1.93,114.2,112.3,1.89,1.62,114.12,112.55,1.57,0
2009,99.4268292682927,94.0853658536585,20.3292682926829,4.90243902439024,28.780487804878,12.9268292682927,0.491727625626054,60.2317073170732,38.35,18.9634146341463,12.8658536585366,76.7085365853658,24.2439024390244,54,28,"Portland Trail Blazers","W",5.34,114.74,108.68,6.06,5,114.62,108.94,5.67,1
2009,100.585365853659,109.341463414634,19.7439024390244,4.25609756097561,28.8536585365854,10.2439024390244,0.47411194524501,62.0853658536585,36.3414634146341,19.4390243902439,15.4390243902439,79.5073170731707,25.6951219512195,17,65,"Sacramento Kings","W",-8.76,106.3,115.64,-9.34,-8.59,106.32,115.5,-9.18,0
2009,97.0487804878049,93.2926829268293,21.1707317073171,4.01219512195122,32.1707317073171,8.87804878048781,0.493442767555657,59.9268292682927,38.9975609756098,19.7560975609756,11.7439024390244,76.3487804878049,20.0121951219512,54,28,"San Antonio Spurs","W",3.76,109.18,105.01,4.17,3.36,108.79,105.05,3.74,1
2009,96.9756097560976,103.073170731707,20.280487804878,4.52439024390244,30.4512195121951,12.1829268292683,0.465619531276712,70.3292682926829,34.1109756097561,11.5731707317073,16.219512195122,78.3853658536585,25.2317073170732,23,59,"Oklahoma City Thunder","W",-6.1,103.59,110.06,-6.47,-6.03,103.41,109.82,-6.41,0
2009,103.560975609756,100.914634146341,24.6829268292683,4.5609756097561,29.5487804878049,11.4634146341463,0.501871484449889,67.0853658536585,34.4012195121951,13.6829268292683,14.7560975609756,77.0829268292683,28.6829268292683,48,34,"Utah Jazz","W",2.65,110.84,107.89,2.96,2.31,110.52,107.93,2.59,1
2009,96.0609756097561,103.524390243902,20.0121951219512,4.45121951219512,28.4146341463415,11.6585365853659,0.476716973285294,66.5487804878049,32.3012195121951,14.609756097561,13.9756097560976,76.4170731707317,23.7560975609756,19,63,"Washington Wizards","E",-7.46,105.98,114.23,-8.26,-6.98,106.39,114.11,-7.73,0
2009,99.0365853658537,101.853658536585,22.3780487804878,4.75609756097561,30.6463414634146,9.78048780487805,0.479375668705016,65.6585365853659,37.4743902439024,15.719512195122,13.390243902439,82.4,22.6951219512195,33,49,"Toronto Raptors","E",-2.82,107.72,110.69,-2.97,-2.53,107.99,110.66,-2.66,0
2009,93.8780487804878,99.3414634146341,17.3536585365854,4.69512195121951,28.5,10.3292682926829,0.474604259705093,63.4756097560976,35.4878048780488,13.4878048780488,15.2682926829268,75.5451219512195,25.3292682926829,24,58,"Memphis Grizzlies","W",-5.46,104.51,110.62,-6.12,-5.22,104.48,110.33,-5.84,0
2009,95.8170731707317,94.2682926829268,19.6219512195122,4.1219512195122,29.9146341463415,9.78048780487805,0.486906030380736,59.0243902439024,35.5560975609756,18.609756097561,12.5487804878049,80.659756097561,22.3536585365854,49,33,"New Orleans Hornets","W",1.55,109.75,108.07,1.68,1.41,109.6,108.07,1.53,1
2009,93.6219512195122,94.890243902439,21.2317073170732,4.84146341463415,28.8536585365854,10.8048780487805,0.480871165329512,60.4878048780488,36.2878048780488,16.3292682926829,15.5975609756098,73.3121951219512,23.9634146341463,35,47,"Charlotte Bobcats","E",-1.27,105.42,107.01,-1.59,-1.19,105.43,106.93,-1.5,0
2009,102.170731707317,102.451219512195,21.1219512195122,5.52439024390244,30.2560975609756,11.8292682926829,0.475532025670209,67.719512195122,37.5439024390244,15.7682926829268,14.5365853658537,79.4158536585366,25.0243902439024,41,41,"Chicago Bulls","E",-0.28,109.32,109.54,-0.22,-0.16,109.48,109.57,-0.09,1
2009,100.280487804878,91.3536585365854,20.280487804878,5.30487804878049,31.390243902439,10.8048780487805,0.495298856399942,58.3414634146341,39.4268292682927,20.3658536585366,12.7439024390244,75.6134146341463,24.5365853658537,66,16,"Cleveland Cavaliers","E",8.93,113.29,103.2,10.09,8.68,113.18,103.37,9.8,1
2009,101.743902439024,99.7682926829268,21.6951219512195,5.23170731707317,31.6463414634146,11.0853658536585,0.498567397591334,62.6585365853659,35.4292682926829,19.9024390243902,12.719512195122,82.2121951219512,22.5853658536585,50,32,"Dallas Mavericks","W",1.98,111.2,109.14,2.06,1.68,111.03,109.29,1.74,1
2009,104.329268292683,100.914634146341,22.1951219512195,6,30.5731707317073,11.0365853658537,0.499469085063458,61.3780487804878,36.7512195121951,18.0121951219512,15.3292682926829,75.8426829268293,30.3292682926829,54,28,"Denver Nuggets","W",3.41,111.03,107.68,3.35,3.13,110.83,107.78,3.05,1
2009,94.2317073170732,94.719512195122,20.5975609756098,4.59756097560976,29.8536585365854,11.5731707317073,0.475797764666206,66.8292682926829,34.1841463414634,13.1585365853659,11.8658536585366,74.1560975609756,22.5487804878049,39,43,"Detroit Pistons","E",-0.49,108.21,108.79,-0.58,-0.36,108.34,108.78,-0.44,1
2009,108.59756097561,112.341463414634,20.8658536585366,6.42682926829268,30.390243902439,11.6219512195122,0.482619747359567,68.0487804878049,36.8024390243902,17.9878048780488,14.6463414634146,78.7890243902439,29.1707317073171,29,53,"Golden State Warriors","W",-3.74,109.94,113.76,-3.82,-3.8,109.98,113.86,-3.89,0
2010,101.682926829268,97.0243902439024,21.8170731707317,5.03658536585366,29.890243902439,11.8170731707317,0.497796669776595,65.1951219512195,35.9231707317073,17.7439024390244,11.9512195121951,75.2780487804878,23.3414634146341,53,29,"Atlanta Hawks","E",4.66,112.6,107.6,5,4.44,112.67,107.91,4.77,1
2010,102.378048780488,102.743902439024,21.8292682926829,3.8780487804878,30.1341463414634,11.8414634146341,0.481971039675505,62.0121951219512,35.1780487804878,22.4146341463415,14.4878048780488,77.4243902439024,24.6585365853659,42,40,"Houston Rockets","W",-0.37,108.37,108.79,-0.42,-0.01,108.4,108.45,-0.04,0
2010,100.768292682927,103.780487804878,21.0975609756098,5.35365853658537,31.9268292682927,9.57317073170732,0.480610085723865,60.0853658536585,34.6890243902439,23.1219512195122,15.0243902439024,77.6914634146341,24.6219512195122,32,50,"Indiana Pacers","E",-3.01,104.6,107.64,-3.04,-3.1,104.58,107.73,-3.14,0
2010,95.719512195122,102.073170731707,22.0731707317073,5.68292682926829,30.5121951219512,11.3048780487805,0.493220730821997,62.7317073170732,32.9329268292683,17.7682926829268,15.6707317073171,72.3707317073171,22.7682926829268,29,53,"Los Angeles Clippers","W",-6.35,104.07,111.02,-6.95,-6.01,104.04,110.61,-6.57,0
2010,101.69512195122,96.9756097560976,21.0975609756098,4.8780487804878,32.4634146341463,11.8658536585366,0.493468190779082,64.7926829268293,33.8182926829268,19.0487804878049,13.3658536585366,76.0487804878049,24.2073170731707,57,25,"Los Angeles Lakers","W",4.72,109.51,104.57,4.93,4.78,109.32,104.32,5,1
2010,96.5121951219512,94.2317073170732,18.8780487804878,5.57317073170732,31.1341463414634,10.6707317073171,0.489809007052894,62.0975609756098,34.2036585365854,17.390243902439,13.1585365853659,75.6219512195122,23.5487804878049,47,35,"Miami Heat","E",2.28,107.63,105.06,2.57,2,107.58,105.32,2.26,1
2010,97.6707317073171,95.9756097560976,21.219512195122,4.69512195121951,31.219512195122,11.7682926829268,0.465310470801813,63.2317073170732,35.7256097560976,22.109756097561,13.2317073170732,74.7707317073171,20.4268292682927,46,36,"Milwaukee Bucks","E",1.7,105.74,103.81,1.94,1.38,105.68,104.09,1.59,1
2010,98.1829268292683,107.780487804878,19.8292682926829,3.73170731707317,31.1707317073171,11.7317073170732,0.472897667606356,70.0243902439024,33.8451219512195,14.4024390243902,16.2560975609756,74.5341463414634,23.4878048780488,15,67,"Minnesota Timberwolves","W",-9.6,102.34,112.31,-9.97,-9.06,102.38,111.78,-9.4,0
