"","season","team_name","team_abbreviation","team_display_name","team_id","team_score","opponent_team_score","assists","blocks","defensive_rebounds","offensive_rebounds","two_point_field_goal_pct","two_point_field_goals_attempted","three_point_field_goal_pct","three_point_field_goals_attempted","turnovers","free_throw_pct","free_throws_attempted","wins","losses","win_perc","all_star_count","...1","age","player_height","player_weight","draft_number","avg_attendance","two_point_fg_share","playoff_wins","playoff_games","scaled_ppg","scaled_oppg","scaled_apg","scaled_bpg","scaled_dreb","scaled_oreb","scaled_to"
"11",2004,"Nuggets","DEN","Denver Nuggets",7,97.219512195122,96.1463414634146,21.8780487804878,6.34146341463415,29.109756097561,13.2073170731707,0.462377317991703,70.4634146341463,33.4646341463415,12.0121951219512,15.5853658536585,76.509756097561,26.3292682926829,43,39,0.524390243902439,0,179,26.66666667,201.676,99.18545067,22.76923077,17596,0.854354576371433,1,5,2.52896341463415,4.20350609756098,-0.174542682926827,1.20807926829268,-1.43368902439024,1.33460365853658,1.01219512195122
"12",2004,"Pacers","IND","Indiana Pacers",11,91.3780487804878,85.6219512195122,21.6341463414634,5.01219512195122,29.9024390243902,11.7682926829268,0.456759236705618,61.4756097560976,34.7109756097561,15.6219512195122,14.4146341463415,75.8939024390244,24.5609756097561,61,21,0.74390243902439,2,287,26.8,201.8453333,100.4857477,21.6,16544,0.797374248655489,10,16,-3.3125,-6.32088414634146,-0.418445121951219,-0.121189024390245,-0.641006097560975,-0.104420731707318,-0.158536585365853
"13",2004,"Pistons","DET","Detroit Pistons",8,90.0975609756098,84.2560975609756,20.7560975609756,6.95121951219512,30.390243902439,12.3658536585366,0.453419929944447,65.1951219512195,34.0512195121951,11.8048780487805,15.1341463414634,75.4073170731707,25.2926829268293,54,28,0.658536585365854,1,206,28,202.0276923,102.3373335,18,21290,0.846689895470383,16,23,-4.59298780487805,-7.68673780487805,-1.29649390243902,1.81783536585366,-0.153201219512194,0.493140243902438,0.560975609756099
"14",2004,"Rockets","HOU","Houston Rockets",10,89.780487804878,88.0487804878049,19.2560975609756,5.40243902439024,32.280487804878,10.3292682926829,0.463758024761486,58.4024390243902,36.530487804878,17.1463414634146,16.7439024390244,77.2878048780488,21.6341463414634,45,37,0.548780487804878,2,260,29.33333333,201.168,107.3803461,17,15629,0.773042776432607,1,5,-4.91006097560975,-3.89405487804878,-2.79649390243902,0.26905487804878,1.73704268292683,-1.54344512195122,2.17073170731707
"15",2004,"Spurs","SA","San Antonio Spurs",24,91.4756097560976,84.2560975609756,20.4390243902439,6.54878048780488,32.5487804878049,12.5487804878049,0.460074366485781,64.5609756097561,35.8292682926829,13.9024390243902,14.6707317073171,68.1243902439024,25.2317073170732,57,25,0.695121951219512,1,685,28.58823529,198.7176471,96.66845976,24.18181818,18041,0.822816288467516,6,10,-3.21493902439025,-7.68673780487805,-1.61356707317073,1.41539634146341,2.00533536585366,0.676067073170731,0.0975609756097562
"16",2004,"Timberwolves","MIN","Minnesota Timberwolves",16,94.5487804878049,89.0609756097561,23.0487804878049,5.63414634146341,32.2560975609756,10.6707317073171,0.477213317151247,69.1951219512195,36.1682926829268,10.9390243902439,12.719512195122,78.3682926829268,21.2560975609756,58,24,0.707317073170732,2,444,29.125,199.23125,100.4989775,20.84615385,17635,0.863491097245473,10,18,-0.141768292682926,-2.88185975609755,0.996189024390244,0.500762195121951,1.71265243902439,-1.20198170731707,-1.85365853658537
"17",2005,"76ers","PHI","Philadelphia 76ers",20,99.1219512195122,99.8658536585366,20.8536585365854,3.91463414634146,30.9268292682927,11.0853658536585,0.463776276265805,64.4268292682927,35.1329268292683,17.719512195122,15.5365853658537,78.7646341463415,26.7560975609756,43,39,0.524390243902439,1,578,27.28571429,199.0271429,100.3410303,20.5,17870,0.784293349168646,1,5,0.720274390243901,4.21265243902438,-0.389481707317071,-1.07774390243902,0.661585365853657,-0.615853658536585,1.20274390243902
"18",2005,"Bulls","CHI","Chicago Bulls",4,94.4512195121951,93.390243902439,21.2560975609756,4.5,31.5975609756098,12.2073170731707,0.455348274904435,62.9146341463415,35.4268292682927,17.4756097560976,16.719512195122,74.9439024390244,24.9756097560976,47,35,0.573170731707317,0,99,26.33333333,199.8133333,100.9091003,20.63636364,20204,0.782615291262136,2,6,-3.95045731707317,-2.26295731707317,0.0129573170731732,-0.492378048780488,1.33231707317073,0.50609756097561,2.38567073170732
"19",2005,"Celtics","BOS","Boston Celtics",2,101.268292682927,100.40243902439,22.0731707317073,5.15853658536585,29.7317073170732,11.0853658536585,0.497961378846084,64.1341463414634,34.7365853658537,15.2682926829268,15.8170731707317,76.0012195121951,28.3292682926829,45,37,0.548780487804878,1,47,25.33333333,201.295,102.9275847,20,16001,0.807710029181385,3,7,2.86661585365853,4.74923780487805,0.83003048780488,0.166158536585366,-0.533536585365855,-0.615853658536585,1.48323170731707
"20",2005,"Grizzlies","MEM","Memphis Grizzlies",29,93.4268292682927,91.1341463414634,20.9268292682927,5.80487804878049,28.1341463414634,10.8170731707317,0.477628431785233,58.3536585365854,35.5182926829268,18.1219512195122,14.5975609756098,74.919512195122,24.6829268292683,45,37,0.548780487804878,0,364,26,200.4906667,101.5441291,18.46666667,16862,0.763036198373465,0,4,-4.97484756097562,-4.51905487804878,-0.316310975609756,0.8125,-2.13109756097561,-0.884146341463415,0.263719512195122
"21",2005,"Heat","MIA","Miami Heat",14,101.548780487805,95.0243902439024,21.8292682926829,5.78048780487805,32.1829268292683,10.8170731707317,0.514847002757878,62.2926829268293,37.6280487804878,15.3658536585366,13.7439024390244,67.7646341463415,30.0731707317073,59,23,0.719512195121951,2,391,28.53333333,202.8613333,104.5983152,17.69230769,19881,0.80213567839196,11,15,3.14710365853658,-0.628810975609753,0.586128048780488,0.788109756097561,1.91768292682926,-0.884146341463415,-0.589939024390244
"22",2005,"Kings","SAC","Sacramento Kings",23,103.719512195122,101.560975609756,24.4512195121951,3.85365853658537,29.9390243902439,12.4756097560976,0.482324440175032,68.0731707317073,37.1585365853659,17.0243902439024,13.0853658536585,79.1231707317073,24.4390243902439,50,32,0.609756097560976,0,659,27.6,199.9826667,102.0582,26.83333333,17317,0.799942676984809,1,5,5.31783536585365,5.9077743902439,3.20807926829269,-1.13871951219512,-0.326219512195124,0.77439024390244,-1.2484756097561
"23",2005,"Mavericks","DAL","Dallas Mavericks",6,102.5,96.7560975609756,19.6341463414634,5.6219512195122,30.8536585365854,12.0731707317073,0.480188086809526,66.0731707317073,35.7524390243902,15.5243902439024,13.4390243902439,78.8317073170732,28.219512195122,58,24,0.707317073170732,1,153,27.92857143,204.8328571,102.8033869,11.63636364,20061,0.809744432820206,6,13,4.0983231707317,1.10289634146341,-1.60899390243902,0.629573170731708,0.588414634146343,0.371951219512194,-0.894817073170731
"24",2005,"Nets","NJ","New Jersey Nets",17,91.4146341463415,92.9146341463415,21.609756097561,3.75609756097561,29.109756097561,10.4268292682927,0.446759831300486,63.609756097561,35.9865853658537,14.6707317073171,14.1951219512195,77.0780487804878,24.8658536585366,42,40,0.51219512195122,1,472,27.76470588,200.3611765,99.65683059,25.33333333,15089,0.812587630472036,0,4,-6.98704268292683,-2.73856707317073,0.366615853658537,-1.23628048780488,-1.15548780487805,-1.27439024390244,-0.138719512195122
"25",2005,"Nuggets","DEN","Denver Nuggets",7,99.5243902439024,97.5,23.8780487804878,5.96341463414634,30.1585365853659,11.7926829268293,0.479832477062825,69.2073170731707,33.690243902439,11.4634146341463,14.9268292682927,75.95,28.2073170731707,49,33,0.597560975609756,0,180,28.33333333,199.136,97.1594064,27.14285714,17657,0.857898715041572,1,5,1.12271341463415,1.8467987804878,2.63490853658537,0.971036585365854,-0.10670731707317,0.0914634146341466,0.592987804878049
"26",2005,"Pacers","IND","Indiana Pacers",11,93,92.2439024390244,18.1585365853659,4.35365853658537,29.4878048780488,10.5853658536585,0.463115673246563,56.0243902439024,34.8182926829268,19.2073170731707,14.3048780487805,79.009756097561,26.9024390243902,44,38,0.536585365853659,1,288,27.85,203.327,103.2828984,23.8125,16994,0.744691197925109,6,13,-5.4016768292683,-3.4092987804878,-3.08460365853658,-0.638719512195122,-0.777439024390244,-1.11585365853658,-0.0289634146341466
"27",2005,"Pistons","DET","Detroit Pistons",8,93.3292682926829,89.4634146341463,21.7926829268293,6.0609756097561,30.5731707317073,12.8536585365854,0.465481769961233,65.4634146341463,34.6170731707317,12.8414634146341,13.8170731707317,73.8951219512195,26.219512195122,54,28,0.658536585365854,1,207,28.66666667,200.9986667,102.0582,10.4,22076,0.836006852515185,15,25,-5.07240853658537,-6.18978658536585,0.54954268292683,1.06859756097561,0.307926829268293,1.15243902439024,-0.516768292682928
"28",2005,"Rockets","HOU","Houston Rockets",10,95.0731707317073,91.0365853658537,21.1341463414634,4.60975609756098,31.719512195122,10.6585365853659,0.4696549374803,59.7317073170732,36.5463414634146,18.5487804878049,13.8414634146341,78.5731707317073,24.219512195122,51,31,0.621951219512195,2,261,31.29411765,199.6141176,100.4839689,20.85714286,16181,0.76304720361427,3,7,-3.32850609756098,-4.61661585365854,-0.108993902439025,-0.382621951219512,1.45426829268293,-1.04268292682927,-0.492378048780488
"29",2005,"Spurs","SA","San Antonio Spurs",24,96.1951219512195,88.390243902439,21.5975609756098,6.6219512195122,30.3536585365854,12.0365853658537,0.480257478051274,61.6463414634146,36.3231707317073,17.0121951219512,13.7317073170732,72.6914634146341,25.8536585365854,59,23,0.719512195121951,2,686,28.6875,200.3425,101.6896565,24.5,18316,0.783720930232558,16,23,-2.20655487804879,-7.26295731707317,0.354420731707318,1.62957317073171,0.0884146341463428,0.335365853658537,-0.602134146341463
"30",2005,"Suns","PHX","Phoenix Suns",21,110.414634146341,103.292682926829,23.5,5.52439024390244,32.3414634146341,11.7926829268293,0.513140130690962,60.8780487804878,39.1073170731707,24.7073170731707,13.719512195122,74.6085365853659,25.3658536585366,62,20,0.75609756097561,3,605,26.78571429,199.9342857,99.01265371,16,17708,0.711313764605301,9,15,12.0129573170732,7.63948170731707,2.25685975609756,0.532012195121951,2.07621951219512,0.0914634146341466,-0.614329268292684
"31",2005,"SuperSonics","SEA","Seattle SuperSonics",25,98.9390243902439,96.6463414634146,18.1341463414634,4.1219512195122,28.1829268292683,12.6951219512195,0.475297619557551,57,36.6195121951219,22.2439024390244,13.5731707317073,78.6243902439024,25.9878048780488,52,30,0.634146341463415,2,713,26.4,200.9986667,103.418976,17,NA,0.719298245614035,6,11,0.537347560975604,0.993140243902431,-3.10899390243902,-0.870426829268292,-2.08231707317073,0.99390243902439,-0.760670731707318
"32",2005,"Wizards","WSH","Washington Wizards",27,100.5,100.829268292683,19.0609756097561,4.23170731707317,28.9512195121951,13.8170731707317,0.464103279605997,64.5853658536585,34.4548780487805,18.2682926829268,14.2926829268293,72.3939024390244,30.1951219512195,45,37,0.548780487804878,2,784,25.9375,202.2475,100.5556765,19.5625,17196,0.779511333529585,4,10,2.0983231707317,5.17606707317073,-2.18216463414634,-0.760670731707317,-1.3140243902439,2.11585365853658,-0.0411585365853657
"33",2006,"Bucks","MIL","Milwaukee Bucks",15,97.8048780487805,98.8414634146341,21.5731707317073,3.29268292682927,29.8536585365854,11.3292682926829,0.47521525931302,63.7926829268293,38.1768292682927,16.280487804878,14.5975609756098,73.1621951219512,25.7926829268293,40,42,0.48780487804878,0,419,27.71428571,201.0228571,99.109852,23,16617,0.796679865976241,1,5,-0.341463414634134,3.5358231707317,0.249237804878049,-1.57698170731707,-0.774390243902438,0.332317073170733,0.577743902439025
"34",2006,"Bulls","CHI","Chicago Bulls",4,97.8048780487805,97.1707317073171,22,4.20731707317073,31.7317073170732,11.0487804878049,0.466103230800397,64.1463414634146,37.6134146341463,18.0121951219512,14.9268292682927,73.6268292682927,23.9878048780488,41,41,0.5,0,100,26,200.66,101.3644711,23.45454545,21188,0.780762950868339,2,6,-0.341463414634134,1.86509146341463,0.676067073170731,-0.66234756097561,1.10365853658536,0.0518292682926838,0.907012195121952
"35",2006,"Cavaliers","CLE","Cleveland Cavaliers",5,97.5853658536585,95.3536585365854,19.0243902439024,4.78048780487805,30.6219512195122,11.6951219512195,0.490073969022073,60.3292682926829,33.8707317073171,17.8658536585366,13.8658536585366,72.7695121951219,28.2682926829268,50,32,0.609756097560976,1,127,26.73333333,202.5226667,100.6369451,20,19326,0.771522145976295,7,13,-0.560975609756099,0.0480182926829258,-2.29954268292683,-0.0891768292682933,-0.00609756097561132,0.698170731707318,-0.153963414634147
"36",2006,"Clippers","LAC","LA Clippers",12,97.1951219512195,95.6219512195122,20.8292682926829,6.13414634146341,32.9756097560976,10.0975609756098,0.484930017622708,68.2926829268293,34.0024390243902,10.280487804878,14.4512195121951,78.7841463414634,26.1219512195122,47,35,0.573170731707317,1,316,27.5625,202.40625,100.2154825,21.38461538,17375,0.869160329039267,7,12,-0.951219512195124,0.316310975609753,-0.494664634146343,1.26448170731707,2.34756097560976,-0.899390243902438,0.43140243902439
"37",2006,"Grizzlies","MEM","Memphis Grizzlies",29,92.1707317073171,88.4756097560976,19.3414634146341,5.39024390243902,29.0121951219512,10.1707317073171,0.47747531533911,55.4512195121951,38.1,19.2439024390244,13.8292682926829,70.6792682926829,25.3292682926829,49,33,0.597560975609756,1,365,27.6,198.2893333,98.00611147,20,15793,0.742367346938776,0,4,-5.97560975609755,-6.83003048780489,-1.98246951219512,0.520579268292683,-1.61585365853659,-0.826219512195122,-0.190548780487804
"38",2006,"Heat","MIA","Miami Heat",14,99.890243902439,96.0243902439024,20.6341463414634,5.39024390243902,32.6219512195122,10.4634146341463,0.517659222355765,59.9268292682927,33.5585365853659,17.5731707317073,14.4634146341463,69.5670731707317,28.1707317073171,52,30,0.634146341463415,2,392,27.94117647,201.5564706,103.6591129,15.30769231,19954,0.773249409913454,16,23,1.7439024390244,0.71875,-0.689786585365855,0.520579268292683,1.99390243902439,-0.533536585365853,0.44359756097561
"39",2006,"Kings","SAC","Sacramento Kings",23,98.8536585365854,97.3170731707317,22.2560975609756,3.64634146341463,30.1585365853659,10.390243902439,0.484420605486038,62.0975609756098,34.9280487804878,17.1707317073171,14.6219512195122,78.55,26.5,44,38,0.536585365853659,0,660,26.92857143,200.4785714,102.0905994,20.5,17317,0.783384615384615,2,6,0.707317073170742,2.01143292682926,0.932164634146343,-1.22332317073171,-0.469512195121951,-0.60670731707317,0.602134146341463
"40",2006,"Lakers","LAL","Los Angeles Lakers",13,99.4390243902439,96.9390243902439,21.1463414634146,4.26829268292683,30.3414634146341,11.8292682926829,0.48729874549452,61.2682926829268,34.9256097560976,19.3048780487805,13.9390243902439,74.8829268292683,26.4878048780488,45,37,0.548780487804878,1,343,25.64705882,203.0505882,103.8458861,19.71428571,18882,0.760405630392009,3,7,1.29268292682927,1.63338414634146,-0.177591463414636,-0.601371951219512,-0.286585365853661,0.832317073170733,-0.0807926829268286
"41",2006,"Mavericks","DAL","Dallas Mavericks",6,99.1463414634146,93.0731707317073,17.9634146341463,5.95121951219512,29.6463414634146,12.5609756097561,0.481518167449717,64.1707317073171,37.5439024390244,13.5731707317073,13.5609756097561,78.5670731707317,28.3170731707317,60,22,0.731707317073171,1,154,27.6875,202.8825,101.0092685,11.4,20114,0.825411764705882,14,23,1,-2.23246951219512,-3.36051829268293,1.08155487804878,-0.981707317073173,1.5640243902439,-0.458841463414634
"42",2006,"Nets","NJ","New Jersey Nets",17,93.7926829268293,92.4268292682927,22.9756097560976,3.39024390243902,30.9634146341463,10.0243902439024,0.474500098930975,59.390243902439,32.4329268292683,17.6463414634146,13.6463414634146,75.65,26.6707317073171,49,33,0.597560975609756,1,473,28.33333333,200.9986667,100.5462267,20.93333333,16866,0.770935570682286,5,11,-4.35365853658536,-2.87881097560977,1.65167682926829,-1.47942073170732,0.335365853658537,-0.972560975609756,-0.373475609756097
"43",2006,"Nuggets","DEN","Denver Nuggets",7,100.329268292683,100.09756097561,23.4268292682927,5.64634146341463,30.3170731707317,11.0121951219512,0.488619050742541,68.2439024390244,32.3585365853659,13.1219512195122,14.8292682926829,74.290243902439,28.1951219512195,44,38,0.536585365853659,0,181,28,199.0164706,98.96310165,22.53333333,17137,0.838729016786571,1,5,2.1829268292683,4.79192073170731,2.10289634146341,0.776676829268292,-0.310975609756099,0.0152439024390247,0.809451219512196
"44",2006,"Pacers","IND","Indiana Pacers",11,93.890243902439,92,19.890243902439,4.98780487804878,31.2073170731707,10.9512195121951,0.477405636867781,57.780487804878,34.5829268292683,18.7317073170732,15.2926829268293,73.8512195121951,26.3170731707317,41,41,0.5,1,289,27.93333333,202.3533333,103.9028075,20.38461538,16179,0.755180108383806,2,6,-4.2560975609756,-3.30564024390245,-1.43368902439024,0.118140243902439,0.579268292682926,-0.0457317073170724,1.27286585365854
"45",2006,"Pistons","DET","Detroit Pistons",8,96.8414634146341,90.1707317073171,24.0365853658537,5.97560975609756,28.6219512195122,11.890243902439,0.476218626620167,62.280487804878,38.8341463414634,17.6951219512195,11.3536585365854,72.6390243902439,23.780487804878,64,18,0.780487804878049,4,208,28.4,200.8293333,101.0300581,20,22076,0.77874351936566,10,18,-1.30487804878048,-5.13490853658537,2.71265243902439,1.10594512195122,-2.00609756097561,0.89329268292683,-2.66615853658537
"46",2006,"Spurs","SA","San Antonio Spurs",24,95.5731707317073,88.7560975609756,20.9390243902439,5.69512195121951,31.0731707317073,10.3780487804878,0.496343233335864,60.7317073170732,37.7695121951219,16.609756097561,13.7317073170732,69.9573170731707,23.0609756097561,63,19,0.768292682926829,2,687,29.8,200.66,100.1531136,26.18181818,18797,0.785241248817408,7,13,-2.57317073170731,-6.54954268292684,-0.384908536585368,0.82545731707317,0.445121951219512,-0.618902439024389,-0.28810975609756
"47",2006,"Suns","PHX","Phoenix Suns",21,108.365853658537,102.817073170732,26.5731707317073,5.02439024390244,32.3170731707317,9.48780487804878,0.513310957562051,61.8292682926829,39.7280487804878,25.5731707317073,13.2682926829268,80.6536585365854,17.9878048780488,54,28,0.658536585365854,2,606,27.1875,201.93,100.697424,21,17809,0.707408957722897,10,20,10.219512195122,7.51143292682926,5.24923780487805,0.154725609756097,1.6890243902439,-1.50914634146341,-0.751524390243903
"48",2006,"Wizards","WSH","Washington Wizards",27,101.658536585366,99.8048780487805,18.5731707317073,4.13414634146341,28.5853658536585,12.6219512195122,0.47227348347175,64.1707317073171,35.9634146341463,17,13.9390243902439,75.2219512195122,30.4390243902439,42,40,0.51219512195122,1,785,26.64285714,203.0185714,104.3909589,19.72727273,17196,0.790564903846154,2,6,3.51219512195122,4.49923780487805,-2.75076219512195,-0.735518292682928,-2.04268292682927,1.625,-0.0807926829268286
"49",2007,"Bulls","CHI","Chicago Bulls",4,98.780487804878,93.7682926829268,22.3414634146341,5.42682926829268,31.6707317073171,12,0.473717723743651,66.1707317073171,38.9341463414634,15.0853658536585,15.9756097560976,73.469512195122,25.4024390243902,49,33,0.597560975609756,0,101,26.35714286,199.0271429,99.62824286,14.66666667,22252,0.814347891340237,6,10,-1.51829268292683,-3.75228658536585,0.257621951219512,0.614329268292683,1.07545731707317,0.995426829268293,1.21265243902439
"50",2007,"Cavaliers","CLE","Cleveland Cavaliers",5,96.7560975609756,92.9268292682927,20.8292682926829,4.30487804878049,30.8414634146341,12.6707317073171,0.472926760486864,64.0731707317073,34.6060975609756,17.1219512195122,14.3536585365854,69.3439024390244,26.0121951219512,50,32,0.609756097560976,1,128,27.86666667,200.8293333,101.0905371,19.54545455,20436,0.78912586362271,12,20,-3.54268292682927,-4.59375,-1.25457317073171,-0.507621951219512,0.246189024390244,1.66615853658537,-0.409298780487806
"51",2007,"Heat","MIA","Miami Heat",14,94.6219512195122,95.5365853658537,20.5,5.39024390243902,30.8048780487805,9.96341463414634,0.504847894293174,57.9146341463415,34.3085365853659,18.7682926829268,14.6463414634146,68.5012195121951,24.6219512195122,44,38,0.536585365853659,2,393,28.75,201.13625,102.3700445,11.83333333,19720,0.755248091603053,0,4,-5.67682926829268,-1.98399390243902,-1.58384146341463,0.577743902439025,0.209603658536587,-1.04115853658537,-0.116615853658537
"52",2007,"Jazz","UTAH","Utah Jazz",26,101.487804878049,98.6219512195122,24.6829268292683,4.13414634146341,29.9512195121951,12.5609756097561,0.50125989358617,66.0365853658537,33.2939024390244,12.8780487804878,15.5731707317073,74.4414634146341,30.0243902439024,51,31,0.621951219512195,2,754,25.64285714,200.1157143,104.6177549,29.07692308,19566,0.836810384793695,9,17,1.1890243902439,1.10137195121952,2.59908536585366,-0.678353658536586,-0.644054878048777,1.55640243902439,0.810213414634145
"53",2007,"Lakers","LAL","Los Angeles Lakers",13,103.341463414634,103.414634146341,22.5609756097561,5.13414634146341,30.4268292682927,10.8048780487805,0.506296718488803,60.2439024390244,34.7878048780488,21.0243902439024,15.5243902439024,74.7841463414634,27.0853658536585,42,40,0.51219512195122,1,344,26.07142857,201.0228571,102.1553983,19.75,18985,0.741296518607443,1,5,3.04268292682927,5.89405487804879,0.477134146341466,0.321646341463414,-0.168445121951219,-0.199695121951219,0.761432926829267
"54",2007,"Magic","ORL","Orlando Magic",19,94.7682926829268,93.9878048780488,18.5975609756098,5.07317073170732,29.4878048780488,11.219512195122,0.496083607766068,62.5365853658537,34.5841463414634,11.7317073170732,16.9756097560976,70.4085365853659,29.1829268292683,40,42,0.48780487804878,1,553,26.66666667,200.152,99.63904267,19.38461538,17094,0.842036124794746,0,4,-5.53048780487805,-3.5327743902439,-3.48628048780488,0.260670731707317,-1.10746951219512,0.214939024390244,2.21265243902439
"55",2007,"Mavericks","DAL","Dallas Mavericks",6,100.012195121951,92.7926829268293,19.9024390243902,4.97560975609756,30.6707317073171,11.219512195122,0.493206462085644,61.4390243902439,38.1829268292683,17.1219512195122,13.9024390243902,80.7609756097561,24.9390243902439,67,15,0.817073170731707,2,155,28.46666667,202.0146667,102.2093973,16.75,20351,0.782055262340888,2,6,-0.286585365853654,-4.72789634146341,-2.18140243902439,0.163109756097561,0.0754573170731732,0.214939024390244,-0.860518292682928
"56",2007,"Nets","NJ","New Jersey Nets",17,97.5731707317073,98.3414634146341,23.9268292682927,3.32926829268293,30.7926829268293,10.0243902439024,0.490292243256092,57.3536585365854,35.2329268292683,20.4390243902439,14.780487804878,72.8048780487805,26.2560975609756,41,41,0.5,2,474,27.06666667,202.5226667,102.6327499,25.14285714,16925,0.737262893870513,6,12,-2.72560975609755,0.82088414634147,1.84298780487805,-1.48323170731707,0.197408536585368,-0.980182926829269,0.0175304878048781
