,team_abbreviation,season,age,player_height,player_weight,draft_number
231,GS,2001-02,26.57142857,199.5714286,100.5354269,17.07692308
232,GS,2002-03,25.625,197.8025,98.826357,14.25
233,GS,2003-04,28.47058824,198.8670588,100.8575153,20.78571429
234,GS,2004-05,25.61538462,203.3953846,103.6283262,11.23076923
235,GS,2005-06,25.13333333,199.3053333,101.5441291,14.84615385
236,GS,2006-07,25.5,199.54875,99.3649975,18.63636364
237,GS,2007-08,26.25,201.13625,98.542862,20.23076923
238,GS,2008-09,24.4375,199.7075,96.5867465,22.63636364
239,GS,2009-10,26.52941176,201.1282353,98.52545741,19.625
240,GS,2010-11,26,200.3457143,98.21274457,16.66666667
241,GS,2011-12,26.47058824,203.3494118,102.6718833,23.38461538
242,GS,2012-13,26,201.0228571,101.0214183,17.58333333
243,GS,2013-14,27.28571429,202.1114286,100.1790331,20.85714286
244,GS,2014-15,27.2,202.5226667,102.2396368,18.69230769
245,GS,2015-16,27.66666667,201.8453333,101.8767632,17
246,GS,2016-17,28.625,203.35875,103.2205295,22.78571429
247,GS,2017-18,28.52941176,203.2,100.3238776,21.4
248,GS,2018-19,27.94117647,202.4529412,101.2577435,18.38461538
249,GS,2019-20,25.25,197.1675,95.991407,19.3
250,GS,2020-21,25.70588235,198.4188235,95.52113882,24.33333333
251,GS,2021-22,28.25,196.37375,94.2620875,19.08333333
252,GS,2022-23,27.11764706,196.9247059,94.82740988,19.61538462
253,HOU,1996-97,30.64705882,199.3152941,98.37610024,57.09090909
254,HOU,1997-98,31.64285714,200.8414286,100.4058291,47.1
255,HOU,1998-99,30.13333333,200.4906667,102.7234683,20.25
256,HOU,1999-00,28.125,202.2475,106.2255765,22.23076923
257,HOU,2000-01,27.14285714,202.1114286,102.0582,20.5
258,HOU,2001-02,26.78571429,201.7485714,100.2762314,18.41666667
259,HOU,2002-03,25.92857143,203.3814286,103.19218,18.07692308
260,HOU,2003-04,29.33333333,201.168,107.3803461,17
261,HOU,2004-05,31.29411765,199.6141176,100.4839689,20.85714286
262,HOU,2005-06,28.6875,200.025,100.4989775,21.18181818
263,HOU,2006-07,27.78571429,202.1114286,102.5765909,18.5
264,HOU,2007-08,27.94117647,202.1541176,102.4584282,22.5
265,HOU,2008-09,28.4,202.3533333,106.0800491,22.42857143
266,HOU,2009-10,26.3125,200.18375,99.9886865,26.69230769
267,HOU,2010-11,26.33333333,203.3693333,104.3866389,23.25
268,HOU,2011-12,27.2,197.9733333,97.90672373,28.18181818
269,HOU,2012-13,24.64285714,201.2042857,100.5678263,23.27272727
270,HOU,2013-14,25.125,201.45375,101.0092685,24
271,HOU,2014-15,27.70588235,200.68,102.2640056,24.26666667
272,HOU,2015-16,26.93333333,201.8453333,99.94143733,21.06666667
273,HOU,2016-17,26.46666667,199.644,98.27826667,25.45454545
274,HOU,2017-18,29.05263158,199.8578947,97.95199874,24.13333333
275,HOU,2018-19,27.75,199.898,99.2912888,20.46666667
276,HOU,2019-20,29.4,197.866,98.6109008,16.71428571
277,HOU,2020-21,26,197.8890909,98.12019673,23.5
278,HOU,2021-22,23.8125,196.5325,97.4939305,22.77777778
279,HOU,2022-23,23.33333333,200.4906667,100.7579029,20.5
280,IND,1996-97,28,202.0146667,98.883056,20.83333333
281,IND,1997-98,28.85714286,203.2,99.336648,22.07692308
282,IND,1998-99,29.35714286,203.0185714,100.1142343,20.42857143
283,IND,1999-00,29.42857143,205.0142857,101.9610017,15.28571429
284,IND,2000-01,27.66666667,204.3853333,104.1144837,22.53333333
285,IND,2001-02,25.13333333,205.0626667,102.6932288,19.46153846
286,IND,2002-03,26.4,201.676,101.6348475,18.07692308
287,IND,2003-04,26.8,201.8453333,100.4857477,21.6
288,IND,2004-05,27.85,203.327,103.2828984,23.8125
289,IND,2005-06,27.93333333,202.3533333,103.9028075,20.38461538
290,IND,2006-07,27,202.0146667,101.4836501,24.09090909
291,IND,2007-08,26.625,201.77125,102.1999475,21.08333333
292,IND,2008-09,27.21428571,202.2928571,101.0214183,22.08333333
293,IND,2009-10,26.78571429,201.0228571,100.5030274,22.21428571
294,IND,2010-11,26.4,200.8293333,99.30640853,21.53333333
295,IND,2011-12,26.86666667,201.168,101.3626923,25.14285714
296,IND,2012-13,26.1875,201.45375,103.702471,24.8
297,IND,2013-14,27.73333333,202.3533333,105.3240624,27.58333333
298,IND,2014-15,28.53333333,202.5226667,103.3887365,27.6
299,IND,2015-16,26.46666667,200.152,100.8183819,27.28571429
300,IND,2016-17,27.5,199.23125,101.6329575,28.625
301,IND,2017-18,26.26315789,200.5263158,101.7478476,26.33333333
302,IND,2018-19,26.05882353,200.0623529,98.08259953,25.1875
303,IND,2019-20,25.41176471,198.7176471,96.42832282,21.5
304,IND,2020-21,25.63157895,198.7884211,95.46917937,23.81818182
305,IND,2021-22,25.55,196.088,93.6213888,17.63636364
306,IND,2022-23,26.44444444,198.12,94.85112711,20
307,LAC,1996-97,26.73333333,202.3533333,103.6004128,17.15384615
308,LAC,1997-98,26.28571429,200.8414286,100.3734297,18.72727273
309,LAC,1998-99,26.26666667,200.3213333,101.5441291,13.9
310,LAC,1999-00,26.17647059,201.7058824,100.5373327,17.81818182
311,LAC,2000-01,25.21428571,201.2042857,101.3130131,17.66666667
312,LAC,2001-02,26.0625,198.59625,100.3288805,20.23076923
313,LAC,2002-03,25.8,203.5386667,105.9893307,16.8
314,LAC,2003-04,27,200.18375,104.609655,22.6875
315,LAC,2004-05,27.17647059,199.6141176,98.00255388,18.83333333
316,LAC,2005-06,27.5625,202.40625,100.2154825,21.38461538
317,LAC,2006-07,27.44444444,199.39,97.57267911,23.28571429
318,LAC,2007-08,27.57894737,197.9863158,98.40559074,23.84615385
319,LAC,2008-09,27,200.81875,102.5401415,24.625
320,LAC,2009-10,27.1875,200.025,99.960337,25.26666667
321,LAC,2010-11,25.35714286,200.1157143,104.7149531,23.23076923
322,LAC,2011-12,27.8,197.7813333,101.5138896,22.64285714
323,LAC,2012-13,29.53333333,199.136,100.697424,21
324,LAC,2013-14,29.77777778,199.6722222,99.41224667,23.76470588
325,LAC,2014-15,28.72222222,199.39,98.80745733,22.38888889
326,LAC,2015-16,29.75,199.54875,100.243832,17.92857143
327,LAC,2016-17,30.06666667,200.152,101.9372421,17.07142857
328,LAC,2017-18,26.73684211,199.5905263,99.62312716,28.71428571
329,LAC,2018-19,27.36842105,200.3926316,96.08988421,33.23076923
330,LAC,2019-20,27.76470588,199.4647059,98.72296471,26
331,LAC,2020-21,28,198.8255556,99.28624889,24.93333333
332,LAC,2021-22,27.375,199.39,97.578979,32.30769231
333,LAC,2022-23,28.88888889,198.12,95.10312267,25.13333333
334,LAL,1996-97,27.07142857,202.8371429,102.7061886,20.85714286
335,LAL,1997-98,25.76923077,201.6369231,104.2912683,20.83333333
336,LAL,1998-99,27.64285714,200.8414286,103.7429703,18.5
337,LAL,1999-00,28.64285714,201.3857143,101.2482143,17.71428571
338,LAL,2000-01,28.46666667,200.8293333,102.6629893,17.69230769
339,LAL,2001-02,28.35714286,201.0228571,103.9373669,17.16666667
340,LAL,2002-03,27.78571429,201.93,105.6545366,19.33333333
341,LAL,2003-04,28.93333333,202.184,106.8360357,21.30769231
342,LAL,2004-05,26.73333333,201.8453333,101.3022133,18.27272727
343,LAL,2005-06,25.64705882,203.0505882,103.8458861,19.71428571
344,LAL,2006-07,26.07142857,201.0228571,102.1553983,19.75
345,LAL,2007-08,26.53333333,203.5386667,104.32616,19.83333333
346,LAL,2008-09,26.33333333,203.2,102.5420315,19.76923077
347,LAL,2009-10,27.76923077,202.0276923,103.6283262,16.63636364
348,LAL,2010-11,29.6,202.0146667,104.3563995,23.57142857
349,LAL,2011-12,27.4,201.8453333,100.9393397,28.73333333
350,LAL,2012-13,28.5,199.7075,99.3082985,27.25
351,LAL,2013-14,27.33333333,200.9422222,98.429464,20.46666667
352,LAL,2014-15,26.33333333,200.3777778,100.1934329,24.08333333
353,LAL,2015-16,27.53333333,202.0146667,102.9956235,28
354,LAL,2016-17,26.5,202.565,100.35723,15.41666667
355,LAL,2017-18,25.85,201.168,99.1325316,17.06666667
356,LAL,2018-19,26.9,201.041,97.1594064,19.06666667
357,LAL,2019-20,28.77777778,199.1077778,100.5462267,20.33333333
358,LAL,2020-21,28.47058824,200.66,102.6185195,22.38461538
359,LAL,2021-22,29.19047619,197.0314286,96.20470324,15
360,LAL,2022-23,26.27777778,198.4022222,94.52353289,18.61538462
361,MEM,2001-02,26.94117647,197.5223529,96.00141271,23.93333333
